time = 2020-11-17 09:03:00 cash in hand = 738.02, portfolio value = 1613.41, unrealized PNL = 111.99 realized PNL = -638.62, holding = 1.0 calls and 0.0 puts and ES = 3606.0 and bar_num = 16.0 and obv_slope = -44.244573273188905 and [call,puts] values are = [32. 23.] and max call price = 31.75 compared to 31.75 and max put price = 22.75 compared to 22.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 22.75 and EMA_9 - EMA_26 DIFF = 2.5260305260153473 and RSI = 67.53406257672204 and slop[-1] =-24.81496025438261 and self.submitted = 0 and upper BBand = 3606.7787814108447 and lower BBand = 3605.992616313874 and df["roll_max_cp"] = 3607.75 and df["roll_min_cp"] = 3599.5 and df["roll_max_vol"].iloc[i-1] = 7457.0 and df["volume"].iloc[i-1] = 1915, and df["volume"] = 280
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 28.26377171717781 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.25 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 926
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 28.678257209447015 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.25 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 1003
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 29.544933571429283 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 1166
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 33.61605656330825 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 1972
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 29.91264227278064 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 23.5 compared to 21.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.25 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 1236
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 30.598702302768206 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.25 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 1368
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 31.29553239334727 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 1504
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 31.987220913169292 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 1641
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 2.0 and obv_slope = 30.562560955963203 and [call,puts] values are = [32. 23.] and max call price = 30.5 compared to 30.5 and max put price = 23.5 compared to 21.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 21.0 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 1361
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 4.0 and obv_slope = 38.71796241082005 and [call,puts] values are = [32. 23.] and max call price = 30.75 compared to 30.75 and max put price = 23.5 compared to 19.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 19.25 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 3241
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 4.0 and obv_slope = 38.71516514081766 and [call,puts] values are = [32. 23.] and max call price = 31.5 compared to 31.5 and max put price = 23.5 compared to 20.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 3581
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 4.0 and obv_slope = 38.70953691538791 and [call,puts] values are = [32. 23.] and max call price = 31.75 compared to 31.75 and max put price = 23.5 compared to 19.75and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 19.75 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 4381
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 4.0 and obv_slope = 38.69515988204618 and [call,puts] values are = [32. 23.] and max call price = 32.0 compared to 32.0 and max put price = 23.5 compared to 20.0and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.0 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 7581
time = 2020-11-17 09:31:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3608.25 and bar_num = 4.0 and obv_slope = 38.702208398223 and [call,puts] values are = [32. 23.] and max call price = 32.0 compared to 31.5 and max put price = 23.5 compared to 20.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.5 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.46641059873627455 and RSI = 64.00020472908655 and slop[-1] =39.19971363026062 and self.submitted = 0 and upper BBand = 3608.1710844587737 and lower BBand = 3605.447728686168 and df["roll_max_cp"] = 3609.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 3098, and df["volume"] = 5741
time = 2020-11-17 09:32:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3611.5 and bar_num = 4.0 and obv_slope = 44.51626192670021 and [call,puts] values are = [32. 23.] and max call price = 32.0 compared to 31.75 and max put price = 23.5 compared to 20.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.9505482582890181 and RSI = 59.9040502041449 and slop[-1] =38.702208398223 and self.submitted = 0 and upper BBand = 3609.358603587826 and lower BBand = 3605.2820786511065 and df["roll_max_cp"] = 3612.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 5741, and df["volume"] = 0
time = 2020-11-17 09:32:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3611.5 and bar_num = 4.0 and obv_slope = 44.51626192670021 and [call,puts] values are = [32. 23.] and max call price = 32.0 compared to 31.75 and max put price = 23.5 compared to 20.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.9505482582890181 and RSI = 59.9040502041449 and slop[-1] =38.702208398223 and self.submitted = 0 and upper BBand = 3609.358603587826 and lower BBand = 3605.2820786511065 and df["roll_max_cp"] = 3612.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 5741, and df["volume"] = 46
time = 2020-11-17 09:32:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3611.5 and bar_num = 4.0 and obv_slope = 44.51626192670021 and [call,puts] values are = [32. 23.] and max call price = 32.0 compared to 31.5 and max put price = 23.5 compared to 20.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.9505482582890181 and RSI = 59.9040502041449 and slop[-1] =38.702208398223 and self.submitted = 0 and upper BBand = 3609.358603587826 and lower BBand = 3605.2820786511065 and df["roll_max_cp"] = 3612.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 5741, and df["volume"] = 283
time = 2020-11-17 09:32:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3611.5 and bar_num = 4.0 and obv_slope = 42.6791804622176 and [call,puts] values are = [32. 23.] and max call price = 32.0 compared to 31.5 and max put price = 23.5 compared to 20.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.9505482582890181 and RSI = 59.9040502041449 and slop[-1] =38.702208398223 and self.submitted = 0 and upper BBand = 3609.358603587826 and lower BBand = 3605.2820786511065 and df["roll_max_cp"] = 3612.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 5741, and df["volume"] = 441
time = 2020-11-17 09:32:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3611.5 and bar_num = 4.0 and obv_slope = 41.997636294111665 and [call,puts] values are = [32. 23.] and max call price = 32.0 compared to 31.5 and max put price = 23.5 compared to 20.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.9505482582890181 and RSI = 59.9040502041449 and slop[-1] =38.702208398223 and self.submitted = 0 and upper BBand = 3609.358603587826 and lower BBand = 3605.2820786511065 and df["roll_max_cp"] = 3612.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 5741, and df["volume"] = 598
time = 2020-11-17 09:32:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3611.5 and bar_num = 4.0 and obv_slope = 41.29669074721727 and [call,puts] values are = [32. 23.] and max call price = 32.0 compared to 31.5 and max put price = 23.5 compared to 20.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.9505482582890181 and RSI = 59.9040502041449 and slop[-1] =38.702208398223 and self.submitted = 0 and upper BBand = 3609.358603587826 and lower BBand = 3605.2820786511065 and df["roll_max_cp"] = 3612.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 5741, and df["volume"] = 756
time = 2020-11-17 09:32:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3611.5 and bar_num = 4.0 and obv_slope = 40.781400201667815 and [call,puts] values are = [32. 23.] and max call price = 32.0 compared to 31.5 and max put price = 23.5 compared to 20.5and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.5 and EMA_9 - EMA_26 DIFF = 0.9505482582890181 and RSI = 59.9040502041449 and slop[-1] =38.702208398223 and self.submitted = 0 and upper BBand = 3609.358603587826 and lower BBand = 3605.2820786511065 and df["roll_max_cp"] = 3612.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 5741, and df["volume"] = 870
time = 2020-11-17 09:32:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3611.5 and bar_num = 4.0 and obv_slope = 39.2864862409791 and [call,puts] values are = [32. 23.] and max call price = 32.0 compared to 31.5 and max put price = 23.5 compared to 20.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.9505482582890181 and RSI = 59.9040502041449 and slop[-1] =38.702208398223 and self.submitted = 0 and upper BBand = 3609.358603587826 and lower BBand = 3605.2820786511065 and df["roll_max_cp"] = 3612.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 5741, and df["volume"] = 1191
time = 2020-11-17 09:32:00 cash in hand = 810.18, portfolio value = 1487.19, unrealized PNL = -14.23 realized PNL = -566.46, holding = 1 calls and 0 puts and ES = 3611.5 and bar_num = 4.0 and obv_slope = 36.26029565672993 and [call,puts] values are = [32. 23.] and max call price = 32.0 compared to 31.5 and max put price = 23.5 compared to 20.25and ATR = 1.1807867396762641 and ATR minimum = 0.5903933698381321 and stop_loss = 5.25 and self.put_option_price.bid = 20.25 and EMA_9 - EMA_26 DIFF = 0.9505482582890181 and RSI = 59.9040502041449 and slop[-1] =38.702208398223 and self.submitted = 0 and upper BBand = 3609.358603587826 and lower BBand = 3605.2820786511065 and df["roll_max_cp"] = 3612.75 and df["roll_min_cp"] = 3604.25 and df["roll_max_vol"].iloc[i-1] = 6929.0 and df["volume"].iloc[i-1] = 5741, and df["volume"] = 1801
